No.,Time,Source,Destination,Protocol,Length,Info
78296,1069.886867,172.16.64.10,10.80.0.50,TDS,93,Response
78297,1069.887032,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78298,1069.927453,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469093 Ack=14027653 Win=3645 Len=0
78304,1069.979372,172.16.64.10,10.80.0.50,TDS,93,Response
78305,1069.97954,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78311,1070.019903,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469132 Ack=14028819 Win=3645 Len=0
78315,1070.07053,172.16.64.10,10.80.0.50,TDS,93,Response
78316,1070.070649,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78320,1070.111304,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469171 Ack=14029985 Win=3645 Len=0
78326,1070.160134,172.16.64.10,10.80.0.50,TDS,93,Response
78327,1070.16025,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78330,1070.200063,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469210 Ack=14031151 Win=3645 Len=0
78334,1070.253589,172.16.64.10,10.80.0.50,TDS,93,Response
78335,1070.253759,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78336,1070.294008,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469249 Ack=14032317 Win=3645 Len=0
78337,1070.344097,172.16.64.10,10.80.0.50,TDS,93,Response
78338,1070.344199,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78339,1070.384546,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469288 Ack=14033483 Win=3645 Len=0
78340,1070.434297,172.16.64.10,10.80.0.50,TDS,93,Response
78341,1070.434402,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78342,1070.474176,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469327 Ack=14034649 Win=3645 Len=0
78343,1070.529203,172.16.64.10,10.80.0.50,TDS,93,Response
78344,1070.529353,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78345,1070.569302,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469366 Ack=14035815 Win=3645 Len=0
78346,1070.625588,172.16.64.10,10.80.0.50,TDS,93,Response
78347,1070.625741,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78348,1070.666024,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469405 Ack=14036983 Win=3645 Len=0
78349,1070.718691,172.16.64.10,10.80.0.50,TDS,93,Response
78350,1070.718799,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78351,1070.759015,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469444 Ack=14038151 Win=3645 Len=0
78354,1070.813053,172.16.64.10,10.80.0.50,TDS,93,Response
78355,1070.81321,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78356,1070.853015,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469483 Ack=14039319 Win=3645 Len=0
78359,1070.902075,172.16.64.10,10.80.0.50,TDS,93,Response
78360,1070.90219,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78362,1070.942325,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469522 Ack=14040485 Win=3645 Len=0
78363,1070.995473,172.16.64.10,10.80.0.50,TDS,93,Response
78364,1070.995618,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78365,1071.036364,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469561 Ack=14041651 Win=3645 Len=0
78366,1071.082821,172.16.64.10,10.80.0.50,TDS,93,Response
78367,1071.08293,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78368,1071.123437,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469600 Ack=14042817 Win=3645 Len=0
78369,1071.167994,172.16.64.10,10.80.0.50,TDS,93,Response
78370,1071.168105,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78371,1071.208078,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469639 Ack=14043983 Win=3645 Len=0
78372,1071.253394,172.16.64.10,10.80.0.50,TDS,93,Response
78373,1071.253495,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78374,1071.293089,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469678 Ack=14045149 Win=3645 Len=0
78375,1071.342398,172.16.64.10,10.80.0.50,TDS,93,Response
78376,1071.342547,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78377,1071.3834,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469717 Ack=14046315 Win=3645 Len=0
78378,1071.43262,172.16.64.10,10.80.0.50,TDS,93,Response
78379,1071.432753,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78380,1071.473126,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469756 Ack=14047483 Win=3645 Len=0
78381,1071.519586,172.16.64.10,10.80.0.50,TDS,93,Response
78382,1071.51972,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78383,1071.520483,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469795 Ack=14048649 Win=3645 Len=0
78384,1071.60792,172.16.64.10,10.80.0.50,TDS,93,Response
78385,1071.608024,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78386,1071.648084,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469834 Ack=14049815 Win=3645 Len=0
78387,1071.696104,172.16.64.10,10.80.0.50,TDS,93,Response
78388,1071.696214,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78389,1071.736057,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469873 Ack=14050981 Win=3645 Len=0
78391,1071.793254,172.16.64.10,10.80.0.50,TDS,93,Response
78392,1071.793452,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78393,1071.833519,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469912 Ack=14052147 Win=3645 Len=0
78394,1071.889918,172.16.64.10,10.80.0.50,TDS,93,Response
78395,1071.890037,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78396,1071.930091,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469951 Ack=14053313 Win=3645 Len=0
78398,1071.983142,172.16.64.10,10.80.0.50,TDS,93,Response
78399,1071.983292,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78400,1072.023431,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=469990 Ack=14054479 Win=3645 Len=0
78401,1072.079973,172.16.64.10,10.80.0.50,TDS,93,Response
78402,1072.080125,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call
78403,1072.120051,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470029 Ack=14055647 Win=3645 Len=0
78404,1072.177984,172.16.64.10,10.80.0.50,TDS,93,Response
78405,1072.17816,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78406,1072.178603,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470068 Ack=14056813 Win=3645 Len=0
78407,1072.267725,172.16.64.10,10.80.0.50,TDS,93,Response
78408,1072.267872,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78409,1072.308448,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470107 Ack=14057981 Win=3645 Len=0
78410,1072.364288,172.16.64.10,10.80.0.50,TDS,93,Response
78411,1072.364416,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78412,1072.364848,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470146 Ack=14059147 Win=3645 Len=0
78413,1072.455467,172.16.64.10,10.80.0.50,TDS,93,Response
78414,1072.455601,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78415,1072.496169,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470185 Ack=14060313 Win=3645 Len=0
78416,1072.548168,172.16.64.10,10.80.0.50,TDS,93,Response
78417,1072.548283,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78418,1072.587969,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470224 Ack=14061479 Win=3645 Len=0
78419,1072.641492,172.16.64.10,10.80.0.50,TDS,93,Response
78420,1072.641627,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78421,1072.681986,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470263 Ack=14062645 Win=3645 Len=0
78422,1072.72726,172.16.64.10,10.80.0.50,TDS,93,Response
78423,1072.727383,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78424,1072.767491,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470302 Ack=14063811 Win=3645 Len=0
78426,1072.814121,172.16.64.10,10.80.0.50,TDS,93,Response
78427,1072.814259,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78429,1072.854363,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470341 Ack=14064977 Win=3645 Len=0
78432,1072.901831,172.16.64.10,10.80.0.50,TDS,93,Response
78433,1072.902043,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78435,1072.941921,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470380 Ack=14066145 Win=3645 Len=0
78436,1072.990489,172.16.64.10,10.80.0.50,TDS,93,Response
78437,1072.99061,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78438,1073.031,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470419 Ack=14067313 Win=3645 Len=0
78439,1073.073736,172.16.64.10,10.80.0.50,TDS,93,Response
78440,1073.07387,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78441,1073.114434,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470458 Ack=14068481 Win=3645 Len=0
78442,1073.158182,172.16.64.10,10.80.0.50,TDS,93,Response
78443,1073.158297,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78444,1073.198197,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470497 Ack=14069649 Win=3645 Len=0
78445,1073.240854,172.16.64.10,10.80.0.50,TDS,93,Response
78446,1073.241035,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78447,1073.241546,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470536 Ack=14070815 Win=3645 Len=0
78448,1073.328464,172.16.64.10,10.80.0.50,TDS,93,Response
78449,1073.328633,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78450,1073.369017,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470575 Ack=14071981 Win=3645 Len=0
78451,1073.412286,172.16.64.10,10.80.0.50,TDS,93,Response
78452,1073.412465,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78453,1073.453394,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470614 Ack=14073147 Win=3645 Len=0
78454,1073.498532,172.16.64.10,10.80.0.50,TDS,93,Response
78455,1073.498679,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78456,1073.539098,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470653 Ack=14074313 Win=3645 Len=0
78457,1073.582172,172.16.64.10,10.80.0.50,TDS,93,Response
78458,1073.582325,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78459,1073.622382,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470692 Ack=14075479 Win=3645 Len=0
78460,1073.67144,172.16.64.10,10.80.0.50,TDS,93,Response
78461,1073.671552,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78462,1073.711985,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470731 Ack=14076647 Win=3645 Len=0
78463,1073.755889,172.16.64.10,10.80.0.50,TDS,93,Response
78464,1073.755994,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78465,1073.756387,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470770 Ack=14077813 Win=3645 Len=0
78468,1073.839985,172.16.64.10,10.80.0.50,TDS,93,Response
78469,1073.840137,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78470,1073.880365,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470809 Ack=14078979 Win=3645 Len=0
78474,1073.93748,172.16.64.10,10.80.0.50,TDS,93,Response
78475,1073.937632,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78477,1073.978273,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470848 Ack=14080145 Win=3645 Len=0
78479,1074.020065,172.16.64.10,10.80.0.50,TDS,93,Response
78480,1074.020231,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78481,1074.060503,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470887 Ack=14081311 Win=3645 Len=0
78482,1074.10337,172.16.64.10,10.80.0.50,TDS,93,Response
78483,1074.103553,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78484,1074.144294,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470926 Ack=14082477 Win=3645 Len=0
78485,1074.191281,172.16.64.10,10.80.0.50,TDS,93,Response
78486,1074.191417,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78487,1074.231026,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=470965 Ack=14083643 Win=3645 Len=0
78488,1074.274393,172.16.64.10,10.80.0.50,TDS,93,Response
78489,1074.274559,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78490,1074.314998,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471004 Ack=14084809 Win=3645 Len=0
78491,1074.357293,172.16.64.10,10.80.0.50,TDS,93,Response
78492,1074.357415,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78493,1074.397156,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471043 Ack=14085975 Win=3645 Len=0
78494,1074.443092,172.16.64.10,10.80.0.50,TDS,93,Response
78495,1074.443226,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78496,1074.483422,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471082 Ack=14087141 Win=3645 Len=0
78497,1074.528284,172.16.64.10,10.80.0.50,TDS,93,Response
78498,1074.52842,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78499,1074.568342,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471121 Ack=14088307 Win=3645 Len=0
78500,1074.611923,172.16.64.10,10.80.0.50,TDS,93,Response
78501,1074.612047,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78502,1074.651984,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471160 Ack=14089473 Win=3645 Len=0
78503,1074.699125,172.16.64.10,10.80.0.50,TDS,93,Response
78504,1074.699333,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78505,1074.739459,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471199 Ack=14090639 Win=3645 Len=0
78506,1074.782624,172.16.64.10,10.80.0.50,TDS,93,Response
78507,1074.78276,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78508,1074.823165,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471238 Ack=14091805 Win=3645 Len=0
78509,1074.865255,172.16.64.10,10.80.0.50,TDS,93,Response
78510,1074.865373,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78511,1074.905379,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471277 Ack=14092971 Win=3645 Len=0
78512,1074.955272,172.16.64.10,10.80.0.50,TDS,93,Response
78513,1074.955406,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78514,1074.995428,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471316 Ack=14094137 Win=3645 Len=0
78515,1075.039771,172.16.64.10,10.80.0.50,TDS,93,Response
78516,1075.039902,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78517,1075.080042,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471355 Ack=14095303 Win=3645 Len=0
78518,1075.123241,172.16.64.10,10.80.0.50,TDS,93,Response
78519,1075.123415,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78520,1075.163432,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471394 Ack=14096469 Win=3645 Len=0
78521,1075.206342,172.16.64.10,10.80.0.50,TDS,93,Response
78522,1075.206489,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78523,1075.247434,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471433 Ack=14097635 Win=3645 Len=0
78524,1075.29105,172.16.64.10,10.80.0.50,TDS,93,Response
78525,1075.291167,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78526,1075.331081,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471472 Ack=14098801 Win=3645 Len=0
78527,1075.375282,172.16.64.10,10.80.0.50,TDS,93,Response
78528,1075.3754,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78529,1075.415051,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471511 Ack=14099967 Win=3645 Len=0
78530,1075.464893,172.16.64.10,10.80.0.50,TDS,93,Response
78531,1075.465022,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78532,1075.505005,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471550 Ack=14101133 Win=3645 Len=0
78533,1075.551943,172.16.64.10,10.80.0.50,TDS,93,Response
78534,1075.552089,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78535,1075.59206,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471589 Ack=14102299 Win=3645 Len=0
78536,1075.634565,172.16.64.10,10.80.0.50,TDS,93,Response
78537,1075.634685,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78538,1075.675347,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471628 Ack=14103465 Win=3645 Len=0
78539,1075.718302,172.16.64.10,10.80.0.50,TDS,93,Response
78540,1075.718439,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78541,1075.759119,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471667 Ack=14104631 Win=3645 Len=0
78542,1075.801236,172.16.64.10,10.80.0.50,TDS,93,Response
78543,1075.801385,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78545,1075.841018,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471706 Ack=14105797 Win=3645 Len=0
78546,1075.883828,172.16.64.10,10.80.0.50,TDS,93,Response
78547,1075.884003,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78549,1075.924282,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471745 Ack=14106963 Win=3645 Len=0
78551,1075.967401,172.16.64.10,10.80.0.50,TDS,93,Response
78552,1075.967539,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78554,1076.007921,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471784 Ack=14108129 Win=3645 Len=0
78555,1076.049953,172.16.64.10,10.80.0.50,TDS,93,Response
78556,1076.05007,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78557,1076.090314,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471823 Ack=14109295 Win=3645 Len=0
78558,1076.132641,172.16.64.10,10.80.0.50,TDS,93,Response
78559,1076.132779,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78560,1076.17317,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471862 Ack=14110461 Win=3645 Len=0
78561,1076.215253,172.16.64.10,10.80.0.50,TDS,93,Response
78562,1076.215372,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78563,1076.254969,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471901 Ack=14111627 Win=3645 Len=0
78564,1076.29789,172.16.64.10,10.80.0.50,TDS,93,Response
78565,1076.298051,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78566,1076.338223,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471940 Ack=14112793 Win=3645 Len=0
78567,1076.381386,172.16.64.10,10.80.0.50,TDS,93,Response
78568,1076.381505,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78569,1076.422022,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=471979 Ack=14113959 Win=3645 Len=0
78570,1076.46641,172.16.64.10,10.80.0.50,TDS,93,Response
78571,1076.466523,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78572,1076.507064,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472018 Ack=14115125 Win=3645 Len=0
78573,1076.549995,172.16.64.10,10.80.0.50,TDS,93,Response
78574,1076.550133,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78575,1076.590173,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472057 Ack=14116291 Win=3645 Len=0
78577,1076.634422,172.16.64.10,10.80.0.50,TDS,93,Response
78578,1076.63459,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78579,1076.674941,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472096 Ack=14117459 Win=3645 Len=0
78580,1076.718939,172.16.64.10,10.80.0.50,TDS,93,Response
78581,1076.719039,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78582,1076.75935,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472135 Ack=14118627 Win=3645 Len=0
78583,1076.801222,172.16.64.10,10.80.0.50,TDS,93,Response
78584,1076.801389,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78585,1076.841061,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472174 Ack=14119795 Win=3645 Len=0
78589,1076.900423,172.16.64.10,10.80.0.50,TDS,93,Response
78590,1076.900554,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78591,1076.941222,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472213 Ack=14120963 Win=3645 Len=0
78594,1076.984198,172.16.64.10,10.80.0.50,TDS,93,Response
78595,1076.984386,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78597,1077.024345,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472252 Ack=14122131 Win=3645 Len=0
78598,1077.067691,172.16.64.10,10.80.0.50,TDS,93,Response
78599,1077.067843,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78600,1077.10839,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472291 Ack=14123299 Win=3645 Len=0
78601,1077.149197,172.16.64.10,10.80.0.50,TDS,93,Response
78602,1077.149312,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78603,1077.150101,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472330 Ack=14124465 Win=3645 Len=0
78604,1077.234703,172.16.64.10,10.80.0.50,TDS,93,Response
78605,1077.234888,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78606,1077.275372,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472369 Ack=14125631 Win=3645 Len=0
78607,1077.318996,172.16.64.10,10.80.0.50,TDS,93,Response
78608,1077.319108,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78609,1077.359367,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472408 Ack=14126799 Win=3645 Len=0
78610,1077.403703,172.16.64.10,10.80.0.50,TDS,93,Response
78611,1077.403864,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78612,1077.444045,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472447 Ack=14127967 Win=3645 Len=0
78613,1077.487196,172.16.64.10,10.80.0.50,TDS,93,Response
78614,1077.487346,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78615,1077.527338,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472486 Ack=14129135 Win=3645 Len=0
78616,1077.571452,172.16.64.10,10.80.0.50,TDS,93,Response
78617,1077.571615,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78618,1077.572004,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472525 Ack=14130301 Win=3645 Len=0
78619,1077.657883,172.16.64.10,10.80.0.50,TDS,93,Response
78620,1077.658023,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78621,1077.697998,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472564 Ack=14131467 Win=3645 Len=0
78622,1077.742308,172.16.64.10,10.80.0.50,TDS,93,Response
